Date,BIRD ID,Weight
24/02/2010,4H-48744,49.4
24/02/2010,4H-48843,43.4
24/02/2010,4H-48962,44.2
25/02/2010,4H-48872,45.2
26/02/2010,4H-48728,46.8
26/02/2010,4H-48744,47.65
26/02/2010,4H-48843,42.25
26/02/2010,4H-48962,43.35
26/02/2010,4H-48997,45.05
26/02/2010,4H-39181,46.85
26/02/2010,4H-48808,42.45
27/02/2010,4H-48806,43.15
27/02/2010,4H-48761,47
27/02/2010,4H-48831,46.8
28/02/2010,4H-48971,
01/03/2010,4H-48920,43.9
01/03/2010,4H-48830,38.72
01/03/2010,4H-48972,45.8
01/03/2010,4H-48750,42
01/03/2010,4H-48735,42.8
01/03/2010,4H-48957,44.9
01/03/2010,4H-39197,45.3
01/03/2010,4H-48974,45.5
02/03/2010,4H-48934,45.9
02/03/2010,4H-48747,40.9
02/03/2010,4H-39192,41.5
02/03/2010,4H-48851,43.2
02/03/2010,4H-48915,46.3
02/03/2010,4H-48805,47.8
02/03/2010,4H-48989,44.5
02/03/2010,4H-48806,39.83
03/03/2010,4H-48761,45.98
03/03/2010,4H-54984,39.69
04/03/2010,4H-48997,41.44
04/03/2010,4H-39181,46.46
04/03/2010,4H-48935,40.17
04/03/2010,4H-48808,39.55
04/03/2010,4H-48987,48.27
04/03/2010,4H-48989,42.58
04/03/2010,4H-48805,45.64
04/03/2010,4H-48761,44.12
05/03/2010,4H-39132,45.93
05/03/2010,4H-48779,44.05
05/03/2010,4H-48951,44.6
05/03/2010,4H-48745,43.9
05/03/2010,4H-48803,42.72
05/03/2010,4H-48804,41.46
05/03/2010,4H-48717,43.32
05/03/2010,4H-48727,47.76
05/03/2010,4H-39168,47.15
05/03/2010,4H-48809,39.09
05/03/2010,4H-48946,43.71
05/03/2010,4H-39145,46.74
05/03/2010,4H-48810,41.6
06/03/2010,4H-48801,41.62
06/03/2010,4H-48904,48.1
06/03/2010,4H-48919,43.47
06/03/2010,4H-48755,45.02
06/03/2010,4H-48738,39.95
06/03/2010,4H-48977,45.71
04/03/2010,4H-48878,48.4
04/03/2010,4H-48877,48.2
05/03/2010,4H-48881,49.1
05/03/2010,4H-48882,46.1
07/03/2010,4H-39156,51.5
07/03/2010,4H-48994,43.79
07/03/2010,4H-48778,44.92
07/03/2010,4H-48832,49.8
07/03/2010,4H-39172,42.76
07/03/2010,4H-48977,44.21
07/03/2010,4H-48919,41.71
07/03/2010,4H-48978,44.04
07/03/2010,4H-48927,46.51
08/03/2010,4H-48989,42.28
08/03/2010,4H-48761,44.71
08/03/2010,4H-48805,44.76
08/03/2010,4H-48806,39.19
08/03/2010,4H-48756,46.62
01/03/2010,4H-48739,41.1
01/03/2010,4H-39182,47.5
07/03/2010,4H-48883,48.7
07/03/2010,4H-48884,46.9
07/03/2010,4H-48809,38.1
07/03/2010,4H-48850,
07/03/2010,4H-48904,45.5
07/03/2010,4H-48773,44.5
08/03/2010,4H-48885,44.7
08/03/2010,4H-48886,47.8
09/03/2010,4H-48912,46.4
09/03/2010,4H-39182,46.2
11/03/2010,4H-48950,53
11/03/2010,4H-48952,41.1
11/03/2010,4H-39179,46.2
09/03/2010,4H-39149,45.19
09/03/2010,4H-48802,45.2
09/03/2010,4H-39162,43.5
09/03/2010,4H-39140,50
09/03/2010,4H-48876,41.29
09/03/2010,4H-48839,45.27
09/03/2010,4H-48761,44.69
09/03/2010,4H-48989,41.87
09/03/2010,4H-48805,44.69
10/03/2010,4H-48726,48.74
10/03/2010,4H-48742,42.9
10/03/2010,4H-48992,44.05
11/03/2010,4H-48804,39.99
11/03/2010,4H-39132,44.44
11/03/2010,4H-39168,45.45
10/03/2010,4H-48827,40.96
10/03/2010,4H-48848,46.99
11/03/2010,4H-48779,41.9
11/03/2010,4H-48745,43.03
11/03/2010,4H-48803,40.45
11/03/2010,4H-48727,47.19
11/03/2010,4H-48717,40.99
12/03/2010,4H-39195,42.41
12/03/2010,4H-48809,38.7
12/03/2010,4H-48801,40.65
12/03/2010,4H-48904,45.9
12/03/2010,4H-48773,44.79
12/03/2010,4H-48946,40.61
12/03/2010,4H-39145,45.47
12/03/2010,4H-48850,38.92
13/03/2010,4H-48927,45.6
13/03/2010,4H-48919,41.59
13/03/2010,4H-48977,42.98
13/03/2010,4H-48797,43.3
13/03/2010,4H-48831,42.3
13/03/2010,4H-48888,45.1
14/03/2010,4H-48966,41.5
14/03/2010,4H-39154,44.5
14/03/2010,4H-39149,43.66
14/03/2010,4H-48802,41.27
14/03/2010,4H-48963,43.87
14/03/2010,4H-39162,43.1
15/03/2010,4H-48728,42.4
15/03/2010,4H-48744,45.25
15/03/2010,4H-48845,46.11
15/03/2010,4H-39151,42.84
15/03/2010,4H-48983,49.54
15/03/2010,4H-39158,43.44
17/03/2010,4H-48718,48.86
17/03/2010,4H-48766,43.44
17/03/2010,4H-48742,42.78
17/03/2010,4H-48726,46.5
17/03/2010,4H-54960,42.53
17/03/2010,4H-48872,
17/03/2010,4H-48871,42.23
17/03/2010,4H-48923,43.7
17/03/2010,4H-48933,44.46
20/03/2010,4H-48812,46.43
20/03/2010,4H-48948,44.33
20/03/2010,4H-48993,47.05
20/03/2010,4H-48834,46.06
20/03/2010,4H-48706,44.34
20/03/2010,4H-48765,43.38
20/03/2010,4H-48840,34.37
15/03/2010,4H-48772,41.2
16/03/2010,4H-39179,46.1
17/03/2010,4H-48912,44.4
23/03/2010,4H-39154,43.3
24/03/2010,4H-39179,44.6
25/03/2010,4H-48797,43.5
26/03/2010,4H-48719,45.6
22/03/2010,4H-39170,
20/03/2010,4H-48753,48.2
20/03/2010,4H-48769,44.29
21/03/2010,4H-48845,44.57
21/03/2010,4H-39158,44.55
21/03/2010,4H-48983,49.9
22/03/2010,4H-48739,43.61
22/03/2010,4H-48872,46
22/03/2010,4H-48871,41.81
22/03/2010,4H-48923,43.25
22/03/2010,4H-39182,46.7
22/03/2010,4H-48985,42.7
28/03/2010,4H-48966,42.11
28/03/2010,4H-48955,46.53
28/03/2010,4H-54964,44.09
28/03/2010,4H-48753,44.03
28/03/2010,4H-48926,39.64
28/03/2010,4H-48769,41.64
28/03/2010,4H-48828,41.05
25/03/2010,4H-54905,48
25/03/2010,4H-54906,46.9
25/03/2010,4H-48713,43.1
25/03/2010,4H-48824,47.6
25/03/2010,4H-48932,45.7
25/03/2010,4H-48995,48.4
02/04/2010,4H-54917,46.7
02/04/2010,4H-54918,43.4
02/04/2010,4H-54919,41
02/04/2010,4H-54920,45.8
02/04/2010,4H-54921,45.6
02/04/2010,4H-54922,44.2
02/04/2010,4H-54915,47.3
02/04/2010,4H-54916,46
01/04/2010,4H-48950,52.5
01/04/2010,4H-48952,42.35
01/04/2010,4H-48772,42.28
01/04/2010,4H-48912,48.29
28/03/2010,4H-39154,46.5
30/03/2010,4H-48721,44.86
30/03/2010,4H-48993,46.09
30/03/2010,4H-48948,41.41
30/03/2010,4H-48706,44.73
30/03/2010,4H-48765,43.13
30/03/2010,4H-48840,42.4
30/03/2010,4H-48812,43.95
30/03/2010,4H-48834,45.85
28/03/2010,4H-39153,49.1
18/03/2010,4H-48719,47.2
20/03/2010,4H-48826,47.8
20/03/2010,4H-48736,
20/03/2010,4H-39153,48.6
29/03/2010,4H-48863,43.6
29/03/2010,4H-48847,38.3
29/03/2010,4H-48992,43.7
03/04/2010,4H-48797,44.9
03/04/2010,4H-54925,44.6
04/04/2010,4H-48966,40.8
07/04/2010,4H-54958,42.83
07/04/2010,4H-48826,48.12
04/04/2010,4H-39170,41.6
07/04/2010,4H-39153,51.1
07/04/2010,4H-54956,47.91
09/04/2010,4H-48719,48.5
06/04/2010,4H-48992,44.1
06/04/2010,4H-39179,44.7
04/04/2010,4H-39154,44
08/04/2010,4H-39149,47.2
11/04/2010,4H-48843,43.3
11/04/2010,4H-39159,47.1
12/04/2010,4H-39136,47.1
12/04/2010,4H-48736,42.5
12/04/2010,4H-54956,45.9
12/04/2010,4H-48771,41.3
13/04/2010,4H-48718,48.5
13/04/2010,4H-48826,46
13/04/2010,4H-48951,42.9
13/04/2010,4H-48745,45.11
13/04/2010,4H-48717,45.78
13/04/2010,4H-48804,42.19
13/04/2010,4H-48803,44.37
13/04/2010,4H-48727,49.99
13/04/2010,4H-48755,43.86
13/04/2010,4H-48861,43.13
13/04/2010,4H-48738,40.67
13/04/2010,4H-39150,45.92
13/04/2010,4H-48977,47.84
13/04/2010,4H-39157,47.83
13/04/2010,4H-39147,43.71
13/04/2010,4H-54931,50.3
14/04/2010,4H-48733,44.6
14/04/2010,4H-48732,40.4
14/04/2010,4H-39194,
14/04/2010,4H-39180,43.2
15/04/2010,4H-48740,43.4
16/04/2010,4H-39149,45.4
16/04/2010,4H-48796,45.4
17/04/2010,4H-48946,
17/04/2010,4H-48904,
17/04/2010,4H-48801,
17/04/2010,4H-48832,
17/04/2010,4H-48850,
17/04/2010,4H-48868,
17/04/2010,4H-48994,
20/04/2010,4H-39163,45.9
21/04/2010,4H-48766,47
18/04/2010,4H-39159,49.5
19/04/2010,4H-39178,47.4
17/04/2010,4H-48778,
17/04/2010,4H-39172,
18/04/2010,4H-39181,
01/10/2010,4H-48864,40.6
01/10/2010,4H-39149,43.09
01/10/2010,4H-48712,46.6
04/10/2010,4H-54963,39
04/10/2010,4H-48753,46.9
04/10/2010,4H-54964,42.2
04/10/2010,4H-48769,
04/10/2010,4H-48926,40.7
05/10/2010,4H-48773,45.5
05/10/2010,4H-48850,40.1
05/10/2010,4H-48801,40.9
05/10/2010,4H-54997,41.9
05/10/2010,4H-48810,42.5
05/10/2010,4H-39145,45.9
06/10/2010,4H-39195,43.4
08/10/2010,4H-55134,43.4
08/10/2010,4H-48768,48.4
08/10/2010,4H-55135,44.1
08/10/2010,4H-48767,45.6
08/10/2010,4H-48852,46.7
08/10/2010,4H-55133,
08/10/2010,4H-48873,40.76
08/10/2010,4H-54928,
08/10/2010,4H-48902,
08/10/2010,4H-48719,45.2
08/10/2010,4H-54965,41.1
08/10/2010,4H-48728,42.1
08/10/2010,4H-48726,47.9
09/10/2010,4H-48971,44.6
09/10/2010,4H-39156,50.2
09/10/2010,4H-48832,48.3
09/10/2010,4H-48857,37.5
10/10/2010,4H-48874,43.7
10/10/2010,4H-55136,41.1
10/10/2010,4H-55137,42.6
10/10/2010,4H-55138,37.9
10/10/2010,4H-55131,39.4
10/10/2010,4H-55132,40.5
14/10/2010,4H-55139,45.77
14/10/2010,4H-55140,45.89
14/10/2010,4H-55141,41.42
14/10/2010,4H-55142,42.41
14/10/2010,4H-55143,44.45
14/10/2010,4H-55144,44.86
14/10/2010,4H-55145,40.6
14/10/2010,4H-48780,36.84
14/10/2010,4H-48786,42.8
15/10/2010,4H-54966,39.96
15/10/2010,4H-54969,41.33
15/10/2010,4H-48930,44.13
17/10/2010,4H-39136,46.39
17/10/2010,4H-39185,43.27
17/10/2010,4H-54973,42.81
17/10/2010,4H-54972,40.83
17/10/2010,4H-55146,47.44
19/10/2010,4H-55147,43.21
19/10/2010,4H-48784,51.44
19/10/2010,4H-55148,41.08
19/10/2010,4H-55146,45.65
19/10/2010,4H-55149,48.9
19/10/2010,4H-55150,42.23
19/10/2010,4H-55151,46.77
19/10/2010,4H-48775,43.63
20/10/2010,4H-54979,43.28
20/10/2010,4H-48962,41.47
20/10/2010,4H-55152,43.61
20/10/2010,4H-48819,40.92
20/10/2010,4H-48843,39.72
20/10/2010,4H-39159,42.06
20/10/2010,4H-48902,42.43
20/10/2010,4H-48728,41.04
20/10/2010,4H-48744,44.08
20/10/2010,4H-54992,38.71
20/10/2010,4H-48776,38.69
22/10/2010,4H-54906,45.33
22/10/2010,4H-54956,45.64
22/10/2010,4H-48870,44.89
22/10/2010,4H-54951,44.89
22/10/2010,4H-48955,45.94
22/10/2010,4H-48938,43.32
22/10/2010,4H-55153,45.09
22/10/2010,4H-54958,41.48
22/10/2010,4H-54905,46.93
22/10/2010,4H-48935,43.65
22/10/2010,4H-48997,46.42
23/10/2010,4H-48808,43.52
23/10/2010,4H-48915,44.95
23/10/2010,4H-48708,41.32
23/10/2010,4H-55154,40.06
23/10/2010,4H-48869,41.47
24/10/2010,4H-55155,
25/10/2010,4H-54902,46.31
25/10/2010,4H-39158,45.45
25/10/2010,4H-48845,47
25/10/2010,4H-54953,39.54
25/10/2010,4H-48966,41.41
25/10/2010,4H-39154,43.9
25/10/2010,4H-39170,43.32
25/10/2010,4H-54929,42.97
25/10/2010,4H-54930,42.23
25/10/2010,4H-48950,48.1
25/10/2010,4H-48826,42.9
25/10/2010,4H-55130,44.6
25/10/2010,4H-55129,46.7
25/10/2010,4H-54933,40.4
25/10/2010,4H-48736,42
25/10/2010,4H-54932,41.3
25/10/2010,4H-54956,43.6
26/10/2010,4H-55156,48.01
27/10/2010,4H-55157,43.86
27/10/2010,4H-48820,43.42
27/10/2010,4H-48843,41.06
27/10/2010,4H-55152,42.26
27/10/2010,4H-54979,45.19
27/10/2010,4H-48819,42.04
27/10/2010,4H-39159,45.32
28/10/2010,4H-48962,40.76
29/10/2010,4H-48726,50.6
29/10/2010,4H-48742,47.1
29/10/2010,4H-48766,49.7
29/10/2010,4H-48797,44.1
27/10/2010,4H-54907,39.8
01/11/2010,4H-48983,47.6
01/11/2010,4H-54984,39.77
01/11/2010,4H-48971,52.37
01/11/2010,4H-54981,41.03
01/11/2010,4H-39172,43.7
01/11/2010,4H-48778,43.16
01/11/2010,4H-48868,41.56
01/11/2010,4H-48833,49.19
01/11/2010,4H-39156,51.14
01/11/2010,4H-48832,48.76
01/11/2010,4H-55000,43.36
01/11/2010,4H-48994,42.08
31/10/2010,4H-48718,50.9
31/10/2010,4H-48921,41.1
31/10/2010,4H-48820,
05/11/2010,4H-54971,43.08
05/11/2010,4H-54985,41.75
05/11/2010,4H-54970,41.27
05/11/2010,4H-48747,41.26
05/11/2010,4H-39192,43.22
05/11/2010,4H-39178,46.12
05/11/2010,4H-48985,42.92
05/11/2010,4H-48988,40.76
05/11/2010,4H-48825,42.07
05/11/2010,4H-54962,44.33
05/11/2010,4H-54903,39.25
05/11/2010,4H-48739,41.18
05/11/2010,4H-39182,44.73
05/11/2010,4H-54904,38.98
05/11/2010,4H-48871,40.78
05/11/2010,4H-48923,43.99
06/11/2010,4H-48968,39
06/11/2010,4H-54990,
06/11/2010,4H-39143,42.26
06/11/2010,4H-48930,41.63
06/11/2010,4H-39140,46.56
06/11/2010,4H-48876,39.15
06/11/2010,4H-48839,44.15
06/11/2010,4H-48854,47.01
05/11/2010,4H-48902,
05/11/2010,4H-54928,
05/11/2010,4H-48728,
05/11/2010,4H-48962,
05/11/2010,4H-48744,47
05/11/2010,4H-54965,
06/11/2010,4H-48744,47.6
08/11/2010,4H-48769,40.43
08/11/2010,4H-48926,39.1
08/11/2010,4H-54908,39.74
08/11/2010,4H-54964,40.74
08/11/2010,4H-54963,39.18
08/11/2010,4H-48828,41.06
08/11/2010,4H-54909,38.18
09/11/2010,4H-39156,
09/11/2010,4H-54970,
09/11/2010,4H-48747,
09/11/2010,4H-55148,41.29
09/11/2010,4H-55144,44.22
09/11/2010,4H-55139,44.97
09/11/2010,4H-55142,41.14
09/11/2010,4H-48786,42.62
09/11/2010,4H-55145,39.57
09/11/2010,4H-55159,38.27
09/11/2010,4H-48780,45.41
09/11/2010,4H-55141,37.58
10/11/2010,4H-55143,42.02
10/11/2010,4H-55000,
10/11/2010,4H-48868,
11/11/2010,4H-48784,47.41
11/11/2010,4H-55149,48.42
11/11/2010,4H-48965,41.56
11/11/2010,4H-54980,39.88
11/11/2010,4H-48855,42.18
11/11/2010,4H-39186,41.79
11/11/2010,4H-48964,43.91
10/11/2010,4H-48994,
10/11/2010,4H-48832,49.3
10/11/2010,4H-39172,
10/11/2010,4H-48833,49.7
10/11/2010,4H-39156,50
12/11/2010,4H-39140,
12/11/2010,4H-39178,
13/11/2010,4H-39143,
13/11/2010,4H-48876,
13/11/2010,4H-48839,
13/11/2010,4H-48851,42.6
13/11/2010,4H-54970,
13/11/2010,4H-39178,44.6
16/11/2010,4H-55134,47.1
16/11/2010,4H-48852,47.3
16/11/2010,4H-48873,43.7
18/11/2010,4H-55160,43.83
18/11/2010,4H-55161,46.03
18/11/2010,4H-55162,48.87
18/11/2010,4H-48767,46.26
19/11/2010,4H-48824,51.21
19/11/2010,4H-48932,47.73
19/11/2010,4H-54907,40.43
19/11/2010,4H-39136,48.23
19/11/2010,4H-48797,45.24
19/11/2010,4H-48717,43.33
20/11/2010,4H-48727,47.21
20/11/2010,4H-48845,47.46
21/11/2010,4H-48983,48.1
21/11/2010,4H-39182,47.9
22/11/2010,4H-48983,47.3
22/11/2010,4H-39186,44.3
22/11/2010,4H-39182,46.4
22/11/2010,4H-54962,46.2
26/11/2010,4H-54957,44.15
26/11/2010,4H-48733,46.63
26/11/2010,4H-39194,44.13
26/11/2010,4H-54959,44.01
26/11/2010,4H-48959,
26/11/2010,4H-54905,47.31
28/11/2010,4H-55162,
30/11/2010,4H-55163,46.24
30/11/2010,4H-55162,46.25
29/11/2010,4H-39136,47
29/11/2010,4H-48719,
30/11/2010,4H-54972,
30/11/2010,4H-54973,39.1
30/11/2010,4H-39140,46.7
02/12/2010,4H-48957,41.15
02/12/2010,4H-48735,42.26
02/12/2010,4H-48972,46.04
02/12/2010,4H-48816,42.03
02/12/2010,4H-39197,44.04
02/12/2010,4H-54935,40.18
02/12/2010,4H-48974,43.25
02/12/2010,4H-48714,42.74
02/12/2010,4H-54982,41.29
03/12/2010,4H-54983,39.57
06/12/2010,4H-55162,45.28
06/12/2010,4H-55163,41.83
06/12/2010,4H-48727,49.7
06/12/2010,4H-48845,48.4
06/12/2010,4H-48718,48.9
06/12/2010,4H-48742,
06/12/2010,4H-54960,43.8
07/12/2010,4H-39150,44.4
07/12/2010,4H-48861,43
08/12/2010,4H-55128,48.6
08/12/2010,4H-55127,46.6
08/12/2010,4H-55154,42.6
08/12/2010,4H-55162,45.42
08/12/2010,4H-55166,41.59
09/12/2010,4H-48721,46.74
09/12/2010,4H-54910,43.59
09/12/2010,4H-48813,40.53
10/12/2010,4H-55167,48.07
10/12/2010,4H-54953,42.54
10/12/2010,4H-48966,42.97
10/12/2010,4H-39154,45.56
10/12/2010,4H-54954,42.14
10/12/2010,4H-48812,42.86
10/12/2010,4H-54967,41.01
10/12/2010,4H-48706,42.74
10/12/2010,4H-48765,43.8
10/12/2010,4H-48948,43.74
11/12/2010,4H-48831,45.5
11/12/2010,4H-48806,
11/12/2010,4H-48987,47.4
12/12/2010,4H-54995,40.5
12/12/2010,4H-48737,43.1
12/12/2010,4H-48860,43.9
12/12/2010,4H-48977,47.6
12/12/2010,4H-55153,45.01
12/12/2010,4H-48938,41.72
12/12/2010,4H-48955,44.68
12/12/2010,4H-48855,41.94
12/12/2010,4H-48783,42.35
13/12/2010,4H-55169,44.16
13/12/2010,4H-48803,43.19
13/12/2010,4H-48804,40.92
13/12/2010,4H-48951,44.36
13/12/2010,4H-39168,46.88
13/12/2010,4H-48779,42.97
13/12/2010,4H-48745,41.77
13/12/2010,4H-39150,44.7
16/12/2010,4H-39132,46.27
16/12/2010,4H-54960,48.54
16/12/2010,4H-48726,47.15
16/12/2010,4H-48772,44.64
16/12/2010,4H-48953,48.96
16/12/2010,4H-48952,42.5
16/12/2010,4H-39179,45.99
16/12/2010,4H-39196,44.09
16/12/2010,4H-54955,41.04
17/12/2010,4H-39156,53
19/12/2010,4H-48776,45.33
19/12/2010,4H-55170,47.85
19/12/2010,4H-55171,45.12
19/12/2010,4H-48775,44.05
19/12/2010,4H-55151,43.83
19/12/2010,4H-48718,49.92
19/12/2010,4H-54960,44.78
20/12/2010,4H-48737,43.6
20/12/2010,4H-48861,42.6
20/12/2010,4H-48738,39.9
20/12/2010,4H-54995,40.5
20/12/2010,4H-48977,46.6
20/12/2010,4H-48860,42.7
21/12/2010,4H-39150,44.3
21/12/2010,4H-48824,47.7
21/12/2010,4H-54905,44.4
21/12/2010,4H-48955,45.7
21/12/2010,4H-48855,41.17
21/12/2010,4H-55153,42.87
21/12/2010,4H-54951,41.65
21/12/2010,4H-55169,40.6
21/12/2010,4H-48938,41.8
22/12/2010,4H-48824,47.4
22/12/2010,4H-54905,44.1
23/12/2010,4H-39159,45.2
24/12/2010,4H-39154,45.85
24/12/2010,4H-48855,41.26
24/12/2010,4H-48955,44.71
24/12/2010,4H-48938,41
24/12/2010,4H-54951,39.84
24/12/2010,4H-55153,41.47
26/12/2010,4H-39182,45.61
26/12/2010,4H-48935,42.76
26/12/2010,4H-48744,45.56
30/12/2010,4H-54953,44.63
30/12/2010,4H-48966,42
30/12/2010,4H-54954,43.62
30/12/2010,4H-39154,47.06
30/12/2010,4H-54933,43.94
30/12/2010,4H-55129,49.23
30/12/2010,4H-54932,42.07
30/12/2010,4H-55130,45.94
30/12/2010,4H-48736,44.56
30/12/2010,4H-48826,45.92
30/12/2010,4H-48771,42.37
29/12/2010,4H-39159,45.8
29/12/2010,4H-48744,46.3
29/12/2010,4H-54992,42.8
02/01/2011,4H-48860,43.7
02/01/2011,4H-48737,45.6
02/01/2011,4H-48927,45.5
02/01/2011,4H-48977,47.4
02/01/2011,4H-48861,42.8
02/01/2011,4H-39150,44.9
03/01/2011,4H-48738,
03/01/2011,4H-48949,50.5
03/01/2011,4H-48934,
03/01/2011,4H-54960,46.14
03/01/2011,4H-48766,45.96
03/01/2011,4H-54992,46.11
05/01/2011,4H-39159,50.77
05/01/2011,4H-54908,44.84
05/01/2011,4H-54909,44.4
05/01/2011,4H-54963,43.82
05/01/2011,4H-48818,45.13
05/01/2011,4H-54964,46.42
05/01/2011,4H-48753,50.37
07/01/2011,4H-39159,47.8
07/01/2011,4H-54979,48.9
07/01/2011,4H-48843,45.5
07/01/2011,4H-55152,50.4
08/01/2011,4H-48809,42.1
08/01/2011,4H-39179,45.6
08/01/2011,4H-48732,39.3
08/01/2011,4H-48959,46.5
08/01/2011,4H-54957,
08/01/2011,4H-39194,43.7
09/01/2011,4H-39145,46.5
09/01/2011,4H-48926,42
09/01/2011,4H-54959,42.1
09/01/2011,4H-54957,42.5
09/01/2011,4H-39180,44.9
10/01/2011,4H-48870,44.3
10/01/2011,4H-48997,45.6
10/01/2011,4H-39132,45.5
10/01/2011,4H-55170,48.4
10/01/2011,4H-55151,44.1
11/01/2011,4H-48775,43
11/01/2011,4H-48978,47.1
11/01/2011,4H-48963,45.9
11/01/2011,4H-48712,49.9
11/01/2011,4H-48971,53.8
11/01/2011,4H-39156,52.9
11/01/2011,4H-54997,43.5
11/01/2011,4H-48773,47
12/01/2011,4H-55140,46.2
12/01/2011,4H-55144,44.6
13/01/2011,4H-39145,47.9
13/01/2011,4H-54902,48.3
13/01/2011,4H-54905,48.3
13/01/2011,4H-48951,44.7
14/01/2011,4H-48745,44.5
14/01/2011,4H-39132,45.4
14/01/2011,4H-55152,50.62
14/01/2011,4H-48819,45
14/01/2011,4H-39159,48.8
14/01/2011,4H-54979,47.34
14/01/2011,4H-48843,43.59
14/01/2011,4H-54934,43.17
14/01/2011,4H-39197,45.47
14/01/2011,4H-39149,44.98
14/01/2011,4H-48868,
14/01/2011,4H-39156,50.9
14/01/2011,4H-48971,51.7
15/01/2011,4H-48950,49
15/01/2011,4H-54929,48.2
17/01/2011,4H-39149,44.4
17/01/2011,4H-48963,44.9
17/01/2011,4H-48972,45.5
17/01/2011,4H-48816,45.8
17/01/2011,4H-54982,43.6
18/01/2011,4H-48974,45.5
18/01/2011,4H-39194,42.66
18/01/2011,4H-39180,42.89
18/01/2011,4H-48732,40.11
18/01/2011,4H-54957,42.12
18/01/2011,4H-54959,41.51
18/01/2011,4H-48959,46.04
18/01/2011,4H-48771,41.36
18/01/2011,4H-48826,45.14
18/01/2011,4H-48736,44.6
18/01/2011,4H-55130,45.73
18/01/2011,4H-39163,43.97
18/01/2011,4H-54933,43.58
19/01/2011,4H-48966,43.05
19/01/2011,4H-39170,44.63
19/01/2011,4H-39154,47.76
19/01/2011,4H-54953,43.36
19/01/2011,4H-54992,44.79
19/01/2011,4H-48744,47.29
19/01/2011,4H-48728,43.04
19/01/2011,4H-54905,46.3
19/01/2011,4H-39159,48.8
19/01/2011,4H-48843,43.5
19/01/2011,4H-55152,49.3
19/01/2011,4H-48819,43.5
19/01/2011,4H-54979,45.6
20/01/2011,4H-54955,38.57
20/01/2011,4H-55168,39.05
20/01/2011,4H-48745,44.16
20/01/2011,4H-39179,45.55
20/01/2011,4H-48952,41.72
20/01/2011,4H-48772,44.44
21/01/2011,4H-39194,45.06
21/01/2011,4H-48959,46.23
21/01/2011,4H-54959,42.64
21/01/2011,4H-48732,40.54
21/01/2011,4H-54933,44.63
21/01/2011,4H-48736,45.89
21/01/2011,4H-54932,44.99
21/01/2011,4H-48826,46.85
23/01/2011,4H-48728,43.19
23/01/2011,4H-48744,47.11
23/01/2011,4H-54992,42.4
23/01/2011,4H-39170,42.98
23/01/2011,4H-54954,41.74
24/01/2011,4H-39154,44.76
24/01/2011,4H-48950,48.45
24/01/2011,4H-54929,46.24
24/01/2011,4H-48945,41.35
23/01/2011,4H-39145,47
23/01/2011,4H-54997,
23/01/2011,4H-48850,
23/01/2011,4H-48801,
23/01/2011,4H-48809,
23/01/2011,4H-48904,47.2
25/01/2011,4H-39132,44.8
25/01/2011,4H-48951,43.8
25/01/2011,4H-48779,45.1
25/01/2011,4H-48804,42.5
25/01/2011,4H-48745,44.8
25/01/2011,4H-54981,43.3
25/01/2011,4H-48987,48.7
25/01/2011,4H-55146,47.1
25/01/2011,4H-48784,51.1
26/01/2011,4H-48963,46.7
26/01/2011,4H-48712,49.7
26/01/2011,4H-39149,43.7
26/01/2011,4H-54913,43.7
26/01/2011,4H-48912,47.2
26/01/2011,4H-48971,50.4
27/01/2011,4H-39182,49
28/01/2011,4H-54913,41.7
28/01/2011,4H-48912,46.3
28/01/2011,4H-54912,39.1
28/01/2011,4H-48824,47.1
29/01/2011,4H-54905,44.9
25/01/2011,4H-54954,42.68
25/01/2011,4H-54953,40.58
25/01/2011,4H-48966,40.22
25/01/2011,4H-54927,43.81
25/01/2011,4H-48765,45.54
25/01/2011,4H-48948,43.95
25/01/2011,4H-48706,44.27
25/01/2011,4H-54910,42.94
25/01/2011,4H-48812,45.84
25/01/2011,4H-48813,41.4
25/01/2011,4H-54967,41.02
26/01/2011,4H-54926,47.13
26/01/2011,4H-48797,45.76
26/01/2011,4H-55142,41.49
26/01/2011,4H-55159,39.47
26/01/2011,4H-55145,41.68
26/01/2011,4H-55127,48.95
26/01/2011,4H-55140,46.29
26/01/2011,4H-55139,45.62
26/01/2011,4H-55144,44.69
26/01/2011,4H-55128,47.59
26/01/2011,4H-55170,50.37
26/01/2011,4H-48775,43.17
27/01/2011,4H-48744,46.71
28/01/2011,4H-48808,42.88
28/01/2011,4H-48870,44.11
28/01/2011,4H-54970,40.77
28/01/2011,4H-48851,44.42
28/01/2011,4H-48840,44.44
28/01/2011,4H-39196,40.03
28/01/2011,4H-48845,47.47
28/01/2011,4H-48727,48.53
30/01/2011,4H-54903,
30/01/2011,4H-39182,46.9
01/02/2011,4H-48963,44.7
01/02/2011,4H-48978,45
30/01/2011,4H-48747,39.61
30/01/2011,4H-48714,43.2
30/01/2011,4H-48974,46.49
30/01/2011,4H-54983,40.11
30/01/2011,4H-54982,43.68
30/01/2011,4H-54935,41.98
30/01/2011,4H-54934,40.87
30/01/2011,4H-39197,45.48
30/01/2011,4H-48816,45.67
01/02/2011,4H-54955,38.78
01/02/2011,4H-54927,41.17
01/02/2011,4H-55168,38.47
01/02/2011,4H-48772,41.27
01/02/2011,4H-39179,44.13
01/02/2011,4H-39196,40.33
01/02/2011,4H-48952,40.42
01/02/2011,4H-48745,42.47
